"assembly_id","assembly_box","status","datetime","goods_amount"
"01f0032a-756a-449f-a27f-fbcd1f561e6a","3bc72626-1686-43e0-b8ec-75d4b815d2f7","assembled","2022-10-30 14:25:47.046141+03",9
"01f4a750-6509-485b-a729-728c61c3f8fa","a4f7fdeb-6730-4909-b6a7-976246cf9b37","assembled","2022-10-30 12:48:08.225515+03",31
"020122ab-1edf-470a-8cf3-95aa0dfb2594","29978cf4-3adc-4a87-9d7c-ff7871a61dbd","assembled","2022-10-30 15:54:51.076722+03",24
"0201943f-f69f-4f8b-b0bc-d7aed1774cdb","bb6146b1-73d2-4d8d-bbf8-2be98b181710","assembled","2022-10-30 12:58:52.659705+03",12
"020357d5-6372-4582-b8b6-e0afde2bfbc5","6a96665b-30cb-419a-935b-eb4b75cd5b28","assembled","2022-10-30 16:25:08.864868+03",9
"0208931e-9419-417c-b103-387d909b487e","5564c74d-1166-4ae5-8ac8-a2a23e7af3ad","assembled","2022-10-30 18:32:34.182166+03",13
"021031cb-8c1c-4017-b88a-dbae716b1d43","fa6a5727-0b28-4954-aa8e-aa524d23e9c4","assembled","2022-10-30 21:55:33.59692+03",20
"021373dd-8c4e-4b13-a259-690105ab7c66","7e5dbc96-a5cd-4bbb-a8cc-e9447c016d2e","assembled","2022-10-30 10:15:05.569068+03",19
"021a898a-9b16-415b-bda4-f075018b9d5e","8946cb9e-36f3-4ec9-ac78-590b77b10ffe","assembled","2022-10-30 15:54:17.99913+03",21
"021b19c2-f143-47cc-8a4e-5d928e621ae0","87c421c6-c1ed-49c0-8076-64233c08763a","assembled","2022-10-30 16:39:04.468969+03",16
"0220cf4b-807e-4aa5-9a98-550f65139ede","3f16771f-32ad-4636-a54a-1590dc0e08e9","assembled","2022-10-30 19:23:49.748676+03",5
"022425b0-16ff-4ddf-b54c-255cc0fc7b4c","07447c81-528c-4740-97f0-c64898a69abb","assembled","2022-10-30 15:01:44.684948+03",16
"0233d571-0eca-4b91-8223-bf97398716ba","ff3884c0-cd98-48a6-ae1d-c6a53d0e8629","assembled","2022-10-30 15:18:19.317264+03",16
"0234e21b-4c74-42e5-a2ee-ea448f7d8841","14fdea13-f192-4e9b-8dae-54ed62ee535c","assembled","2022-10-30 14:59:53.783631+03",15
"0239de10-440a-4ea2-9523-9e59a04ac442","a138978c-2e71-40ad-aa5e-d4b722c872ff","assembled","2022-10-30 15:24:11.599949+03",9
"023f3b49-f3af-4656-9bb6-c5405fe771d7","215042c0-7a46-41de-b822-30acb3488911","assembled","2022-10-30 11:34:41.859645+03",25
"023f973d-2ff6-4f34-9838-df2052aa6333","cc5fc8e3-7a2b-40d5-87c0-9167f5b5f751","assembled","2022-10-30 16:16:43.03784+03",22
"024356c7-d521-4621-9fc3-219ff41d9be6","efc22531-fb73-4f18-92ee-0506fbd300fd","assembled","2022-10-30 16:29:52.894519+03",8
"02451c21-38e1-44fb-aa7d-a729591f38ba","bd8394ae-885b-4728-b4eb-3d074205794a","assembled","2022-10-30 14:11:24.751399+03",11
"02476579-c310-4ed2-9d6f-a46a48c49684","f047561a-18c2-4dab-a248-7d1896bb7a16","assembled","2022-10-30 10:12:05.609479+03",6
"0247af85-80e1-45e4-9d78-9c79e9102d6e","43aa8d24-118e-42ad-9065-f3b01220d3d1","assembled","2022-10-30 15:32:42.619096+03",18
"024d2df4-f556-4050-ac5e-df366229b6a5","1dc96cf8-d2d2-4182-b4e5-e4510219fa69","assembled","2022-10-30 19:29:48.872585+03",12
"024d6b7f-2266-4e91-9da9-0cfa73040b6d","c40aa67a-f986-422a-940e-b1add490d73d","assembled","2022-10-30 15:01:33.277112+03",19
"0252e250-7c1a-4d94-a231-b4fa8b629ca1","ab97c914-4c67-4b9b-abd6-dd762bf0cf68","assembled","2022-10-30 13:53:56.32495+03",3
"02563eb0-89d3-4bfa-868d-ecc91e5f25df","c6262be9-89ae-449a-9538-a9bd764a5c74","assembled","2022-10-30 10:54:05.895017+03",9
"025b0445-a3cb-4cff-ace8-3950509a0476","2154a185-d8ea-4dfd-a075-b57fe4f9e1e4","assembled","2022-10-30 13:13:16.262695+03",8
"02611577-8380-4277-bab4-663073c841ef","bd235070-9489-4c37-9055-826a5e756a03","assembled","2022-10-30 12:01:26.729372+03",12
"0262387b-610e-4aae-b8c7-8012b4af14b1","b8362793-6c2b-4bb6-af3a-3ed07a932566","assembled","2022-10-30 20:46:46.375723+03",12
"0267ca11-160e-4704-96df-42cacd3cafde","68231c09-3744-4e52-943c-7d40cab6357c","assembled","2022-10-30 19:48:32.557899+03",6
"02687645-afff-416a-bb62-5613f8795d60","a3513fce-5ec5-4d34-aa6a-474855593896","assembled","2022-10-30 20:26:45.749861+03",16
"0270ca13-16c5-4804-9473-4e4f0e3b995e","af04ac1d-a34a-44e3-b925-93eaf35b09df","assembled","2022-10-30 16:02:15.889182+03",7
"0271f117-3516-4180-a37d-6aeeb296687c","938f92e5-7c01-4250-b1a2-94def5fde93b","assembled","2022-10-30 15:56:21.900992+03",10
"0274ae2e-8025-442c-a241-80b18e120fdc","fa469a47-7501-49d8-aad9-d2c71eaf664d","assembled","2022-10-30 12:14:43.270028+03",7
"027ce73f-86c1-46b6-8de8-97d41c3e8c5a","4b3d9970-f070-4e99-b98b-1487aa27297c","assembled","2022-10-30 16:04:46.108408+03",17
"02802796-5f3b-4ce7-91fc-018b897c4be4","a9b65746-f238-4cac-ab21-a6525fd0b526","assembled","2022-10-30 15:09:36.766039+03",6
"028122ca-09af-474d-a0d2-da5c6a5a9d8a","4d94d032-af90-454f-aef4-e25524998d74","assembled","2022-10-30 17:31:10.622255+03",16
"028ff0ab-7b35-4f7b-84e1-7abe884c2692","9a472924-5f8c-4db7-8c84-57cef39dbb7c","assembled","2022-10-30 12:34:08.702162+03",5
"0290ae20-01aa-42f8-aba9-8df5ebaa20c3","092ecaec-f378-4635-8c3e-a9c4e24433bb","assembled","2022-10-30 18:00:05.679987+03",10
"02913080-fba3-4592-94de-c20b16dada30","81cecaaa-0323-4af6-97ff-4f26b711bb68","assembled","2022-10-30 10:02:25.436452+03",4
"02926b05-126f-4762-9e0f-b050b00e4c15","6860e445-7170-4f63-8d12-81eac82db3c4","assembled","2022-10-30 17:06:57.536074+03",21
"02934d08-7849-46e9-a0ba-9446e941d408","08c593f6-f100-4cf4-bdfa-4aa945f482ec","assembled","2022-10-30 17:45:43.883883+03",5
"02977109-897e-4969-9f3d-0b69a724b6f2","a2422f5e-55df-4fa6-89e8-88d1f441e570","assembled","2022-10-30 14:58:03.566183+03",38
"02a16359-59fd-460f-8ab5-98caf8b3644d","78522d04-1033-40ba-ba2d-5b748af9d897","assembled","2022-10-30 13:03:40.793099+03",16
"02a6dfc0-39c6-447d-a73b-592f958a7e46","82dae59d-258b-492e-9ce6-b92a74853e69","assembled","2022-10-30 19:49:02.626896+03",13
"02ace752-941b-4f92-8e63-16e5d6ebd3a9","53dac410-c828-476d-9ca4-4b0d19ac465b","assembled","2022-10-30 14:22:51.305877+03",5
"02ae067d-6842-4b19-840d-ae30fde76972","973a174d-72b0-459e-af27-8923e9c2fa53","assembled","2022-10-30 19:20:02.75715+03",19
"02af9be1-9f68-424f-b185-dd0f0e00b95a","d3ec8bfb-577b-41b2-bbbf-4eeed4dfd771","assembled","2022-10-30 16:15:32.217767+03",17
"02b174b7-74a7-4a38-8bc4-9e905328a7ef","b4d12a40-eac7-495a-824b-c1a5394490fc","assembled","2022-10-30 20:14:06.944685+03",8
"02b39c8f-0337-4b69-beee-cbbe9526e819","4d1b54d5-9a5e-4b94-a69f-bd47dd6dd1f6","assembled","2022-10-30 16:15:50.683843+03",6
"02b87719-499c-4424-8d4e-d49b3d2c3b71","c8ed9068-999a-4d3f-8d9a-5f7d55e07dd2","assembled","2022-10-30 16:22:05.68046+03",12
"02ba772d-9d21-49af-9a61-7b0d36e66c57","c223e1fb-cda1-4878-ac3c-f34694b7bb45","assembled","2022-10-30 13:07:34.130766+03",19
"02bce1e4-bce5-4b59-b54e-7453b0000df1","8a896313-5b61-4ed6-b4c1-4fd5d96c484b","assembled","2022-10-30 12:13:48.643282+03",21
"02c0f8a3-7efb-40af-b0b0-507ea1ba08fb","e5057de5-fbbf-4111-8198-fcb8bd74bbc9","assembled","2022-10-30 11:32:29.318233+03",27
"02cf0030-910f-4927-b596-2831fb376c5d","1e9d16b8-51f2-4910-bccb-5c42f314ddaa","assembled","2022-10-30 18:00:13.9953+03",26
"02d5208c-83cf-4f2d-ad9e-46db71cb1e6a","0ca1e469-df48-49a0-82d5-badaf9cb6847","assembled","2022-10-30 12:21:15.170367+03",14
"02d66d4e-b239-4b59-adb8-c8c4dea10871","2ac44002-6b76-4da5-a9b5-a223a2d05a30","assembled","2022-10-30 15:06:22.08218+03",22
"02d7aec2-480f-4e49-8770-72aeb1066ed6","ca6c8cf2-d36d-4df6-b383-ac955ceaa199","assembled","2022-10-30 12:28:38.287337+03",25
